index,Order ID,Date,Status,Fulfilment,Sales Channel ,ship-service-level,Style,SKU,Category,Size,ASIN,Courier Status,Qty,currency,Amount,ship-city,ship-state,ship-postal-code,ship-country,promotion-ids,B2B,fulfilled-by,Unnamed: 22,issue
110853,403-2447344-0465900,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0234,J0234-SKD-M,Set,M,B08WHW7BLW,Cancelled,0,,,KALIMPONG,WEST BENGAL,734301.0,IN,,False,,False,null_currency; null_amount; 
110854,403-0743308-2304363,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0336,J0336-TP-XXXL,Top,3XL,B0986TP5RR,Cancelled,0,,,NOIDA,UTTAR PRADESH,201303.0,IN,,False,,False,null_currency; null_amount; 
110881,171-1988872-5668353,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,SET357,SET357-KR-NP-XXXL,Set,3XL,B09Y3F7W6T,Cancelled,0,,,VADODARA,Gujarat,390001.0,IN,,False,,False,null_currency; null_amount; 
110882,405-5076577-9641163,06-13-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,,0,,,Chamoli,UTTARAKHAND,246424.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
110890,403-4587317-8879506,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0343,J0343-DR-XL,Western Dress,XL,B0982Z1994,Cancelled,0,,,SECUNDERABAD,TELANGANA,500017.0,IN,,False,,False,null_currency; null_amount; 
110893,402-7207273-3747519,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3810,JNE3810-KR-XL,kurta,XL,B09RKD4R6C,Cancelled,0,,,BENGALURU,KARNATAKA,560050.0,IN,,False,,False,null_currency; null_amount; 
110918,403-7151067-0605147,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3902,JNE3902-KR-XXL,kurta,XXL,B09YYM6NBP,Cancelled,0,,,KOLKATA,WEST BENGAL,700011.0,IN,,False,,False,null_currency; null_amount; 
110920,406-6854176-6281911,06-13-22,Cancelled,Merchant,Amazon.in,Standard,J0150,J0150-KR-M,kurta,M,B08N1C4H7R,,0,,,NAUGARH,UTTAR PRADESH,272202.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
110925,404-4491273-8956334,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0103,J0103-SKD-L,Set,L,B08VW3P7X2,Cancelled,0,,,CHENNAI,TAMIL NADU,600032.0,IN,,False,,False,null_currency; null_amount; 
110944,408-4395439-7677150,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3794,JNE3794-KR-XXL,kurta,XXL,B09HMS8F1B,Cancelled,0,,,JAMMU,JAMMU & KASHMIR,180011.0,IN,,False,,False,null_currency; null_amount; 
110985,171-9888249-1694746,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3716,JNE3716-KR-XXL,kurta,XXL,B099NPKT7D,Cancelled,0,,,Hyderabad,TELANGANA,500035.0,IN,,False,,False,null_currency; null_amount; 
111041,402-3577812-4145113,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3522,JNE3522-KR-XS,kurta,XS,B08W9PLWHQ,Cancelled,0,,,KASAULI,HIMACHAL PRADESH,173202.0,IN,,False,,False,null_currency; null_amount; 
111064,407-0130829-9396342,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,SET240,SET240-KR-PP-L,Set,L,B08N4VPS2N,Cancelled,0,,,Shalimar bagh,Delhi,110088.0,IN,,False,,False,null_currency; null_amount; 
111073,408-1875469-2969965,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5014,MEN5014-KR-XXL,kurta,XXL,B08YYYB7PX,Cancelled,0,,,HYDERABAD,TELANGANA,500092.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
111082,408-5951849-7060332,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0295,J0295-DR-M,Western Dress,M,B099NP42BF,Cancelled,0,,,CHENNAI,TAMIL NADU,600036.0,IN,,False,,False,null_currency; null_amount; 
111088,403-2175823-1561102,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3902,JNE3902-KR-XXL,kurta,XXL,B09YYM6NBP,Cancelled,0,,,KOLKATA,WEST BENGAL,700011.0,IN,,False,,False,null_currency; null_amount; 
111147,407-2593188-9874751,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-XL,kurta,XL,B082W8BXW1,Cancelled,0,,,JAIPUR,RAJASTHAN,302021.0,IN,,False,,False,null_currency; null_amount; 
111156,408-6000178-6158756,06-13-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-M,Western Dress,M,B09SDY8DCT,,0,,,Kakinada,ANDHRA PRADESH,533006.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111158,402-1978115-4177934,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0413,J0413-DR-L,Western Dress,L,B09TY289H8,Cancelled,0,,,Mumbai,MAHARASHTRA,400092.0,IN,,False,,False,null_currency; null_amount; 
111171,408-7315578-7502764,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,J0340,J0340-TP-XXL,Top,XXL,B0986S7V44,Cancelled,0,,,JALANDHAR,PUNJAB,144002.0,IN,,False,,False,null_currency; null_amount; 
111181,407-7582191-7817964,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,SET244,SET244-KR-NP-XL,Set,XL,B08WHXRLTH,Cancelled,0,,,CHERUTHURUTHI,KERALA,679531.0,IN,,False,,False,null_currency; null_amount; 
111187,406-9595005-5385105,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,SET182,SET182-KR-DH-M,Set,M,B085NYG5CR,Cancelled,0,,,NAVI MUMBAI,MAHARASHTRA,410209.0,IN,,False,,False,null_currency; null_amount; 
111188,407-5019423-0665169,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3761,JNE3761-KR-XL,kurta,XL,B099NM4XNX,Cancelled,0,,,HYDERABAD,TELANGANA,500089.0,IN,,False,,False,null_currency; null_amount; 
111206,407-1781568-6534708,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-M,kurta,M,B07H7FZD32,Cancelled,0,,,Kannur,KERALA,670004.0,IN,,False,,False,null_currency; null_amount; 
111220,402-9124316-7439520,06-13-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3702,JNE3702-KR-S,kurta,S,B093ZS68K1,Cancelled,0,,,NANDYAL,ANDHRA PRADESH,518501.0,IN,,False,,False,null_currency; null_amount; 
111290,407-4663979-9075566,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3484,JNE3484-KR-M,kurta,M,B08W8T2TDB,Cancelled,0,,,KURINJIPADI,TAMIL NADU,607302.0,IN,,False,,False,null_currency; null_amount; 
111300,171-6103686-0101164,06-12-22,Cancelled,Merchant,Amazon.in,Standard,MEN5019,MEN5019-KR-L,kurta,L,B091HRCZD3,,0,,,Dhaniakhali,WEST BENGAL,712302.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111316,405-9320008-1295511,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET345,SET345-KR-NP-XXL,Set,XXL,B09KXSQ73F,Cancelled,0,,,BENGALURU,KARNATAKA,560034.0,IN,,False,,False,null_currency; null_amount; 
111350,402-6757611-1264345,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET247,SET247-KR-SHA-M,Set,M,B09B57XLKV,Cancelled,0,,,PRAYAGRAJ,UTTAR PRADESH,211001.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
111357,404-0352030-9117947,06-12-22,Cancelled,Merchant,Amazon.in,Standard,SET293,SET293-KR-NP-XXXL,Set,3XL,B09K3CNYF5,,0,,,SHIMLA,HIMACHAL PRADESH,171002.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111363,402-3642807-1271522,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE2265,JNE2265-KR-501-XXL,kurta,XXL,B07HWR4P68,Cancelled,0,,,BANGALORE,KARNATAKA,560023.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
111369,407-5979616-1917105,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0004,J0004-SKD-XL,Set,XL,B0894XWGCR,Cancelled,0,,,SOLAPUR,MAHARASHTRA,413004.0,IN,,False,,False,null_currency; null_amount; 
111385,406-4444750-6188345,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0295,J0295-DR-M,Western Dress,M,B099NP42BF,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201005.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
111393,406-4585306-7133106,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Cancelled,0,,,BARASAT,WEST BENGAL,700124.0,IN,,False,,False,null_currency; null_amount; 
111396,403-4758434-3872326,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3484,JNE3484-KR-L,kurta,L,B08W9TLV6J,Cancelled,0,,,HYDERABAD,TELANGANA,502319.0,IN,,False,,False,null_currency; null_amount; 
111399,403-7158581-9410769,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3703,JNE3703-KR-M,kurta,M,B099FCVXXD,Cancelled,0,,,HYDERABAD,TELANGANA,502319.0,IN,,False,,False,null_currency; null_amount; 
111401,171-6160608-4861941,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2100,JNE2100-KR-144-XXL,kurta,XXL,B078Q3XW5H,Cancelled,0,,,MUMBAI,MAHARASHTRA,400051.0,IN,,False,,False,null_currency; null_amount; 
111430,407-1260175-7861907,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET217,SET217-KR-PP-L,Set,L,B089B23C54,Cancelled,0,,,BHUBANESWAR,ODISHA,751014.0,IN,,False,,False,null_currency; null_amount; 
111468,171-9100859-2717951,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XXL,kurta,XXL,B08WQ1W4JV,Cancelled,0,,,PUDUCHERRY,PUDUCHERRY,605008.0,IN,,False,,False,null_currency; null_amount; 
111471,408-6762861-7921955,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE2171,JNE2171-KR-437-S,kurta,S,B079WZ263P,,0,,,Nellore,ANDHRA PRADESH,524002.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111472,406-4979192-9793924,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE3530,JNE3530-KR-XS,kurta,XS,B09HMYX9SJ,,0,,,UDUPI,KARNATAKA,576101.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111473,406-0993150-6311517,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET263,SET263-KR-NP-XS,Set,XS,B09RPHN8KX,Cancelled,0,,,UDUPI,KARNATAKA,576101.0,IN,,False,,False,null_currency; null_amount; 
111474,406-0993150-6311517,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3440,JNE3440-KR-N-XS,kurta,XS,B09HMY3YLT,Cancelled,0,,,UDUPI,KARNATAKA,576101.0,IN,,False,,False,null_currency; null_amount; 
111477,403-1599443-7134710,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3793,JNE3793-KR-XS,kurta,XS,B09NQ8JWYL,Cancelled,0,,,BHOPAL,MADHYA PRADESH,462001.0,IN,,False,,False,null_currency; null_amount; 
111478,171-3903879-2617948,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XXL,kurta,XXL,B08WQ1W4JV,Cancelled,0,,,PUDUCHERRY,PUDUCHERRY,605008.0,IN,,False,,False,null_currency; null_amount; 
111483,408-6517799-5941104,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE2014,JNE2014-KR-178-M,kurta,M,B077M6KWYJ,,0,,,KHATEGAON,MADHYA PRADESH,455336.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111487,171-1277674-1374764,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3510,JNE3510-KR-XL,kurta,XL,B08WPZ1N4Z,Cancelled,0,,,PUDUCHERRY,PUDUCHERRY,605008.0,IN,,False,,False,null_currency; null_amount; 
111578,403-6155353-8743564,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE3730,JNE3730-KR-S,kurta,S,B09HMG7SGL,,0,,,ANJAR,Gujarat,370110.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111590,171-0419932-1381142,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET268,SET268-KR-NP-S,Set,S,B08XQ98B2Q,Cancelled,0,,,RECKONG PEO,HIMACHAL PRADESH,172107.0,IN,,False,,False,null_currency; null_amount; 
111614,407-6724390-3665112,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE2270,JNE2270-KR-487-A-M,kurta,M,B07H7FZD32,Cancelled,0,,,Kannur,KERALA,670004.0,IN,,False,,False,null_currency; null_amount; 
111615,405-9550954-6107514,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5009,MEN5009-KR-S,kurta,S,B08YYZNFQG,Cancelled,0,,,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,False,null_currency; null_amount; 
111616,405-9550954-6107514,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5006,MEN5006-KR-M,kurta,M,B08YZ34X4D,Cancelled,0,,,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,False,null_currency; null_amount; 
111617,405-9550954-6107514,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5004,MEN5004-KR-S,kurta,S,B08YZ175BR,Cancelled,0,,,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,False,null_currency; null_amount; 
111618,405-9550954-6107514,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,MEN5013,MEN5013-KR-S,kurta,S,B08YZ1MK8Z,Cancelled,0,,,MUMBAI,MAHARASHTRA,400066.0,IN,,False,,False,null_currency; null_amount; 
111628,408-5279953-6219506,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3794,JNE3794-KR-XXL,kurta,XXL,B09HMS8F1B,Cancelled,0,,,JAMMU,JAMMU & KASHMIR,180011.0,IN,,False,,False,null_currency; null_amount; 
111666,406-3691227-8893109,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3718,JNE3718-KR-XXXL,kurta,3XL,B099NJ1WVX,Cancelled,0,,,INDORE,MADHYA PRADESH,452001.0,IN,,False,,False,null_currency; null_amount; 
111678,402-6308994-9565124,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3627,JNE3627-KR-M,kurta,M,B08W1Y3CBS,Cancelled,0,,,TUMKUR,KARNATAKA,572106.0,IN,,False,,False,null_currency; null_amount; 
111679,402-0224407-1125141,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3567,JNE3567-KR-M,kurta,M,B08KRXV1QR,Cancelled,0,,,ANKOLA,KARNATAKA,581314.0,IN,,False,,False,null_currency; null_amount; 
111680,404-5948230-5236364,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Cancelled,0,,,THANE,MAHARASHTRA,400607.0,IN,,False,,False,null_currency; null_amount; 
111706,407-1397278-5643504,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3739,JNE3739-KR-XXXL,kurta,3XL,B099NPSHJ2,Cancelled,0,,,KHAMMAM,TELANGANA,507002.0,IN,,False,,False,null_currency; null_amount; 
111720,405-8347489-6485969,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-A-XS,Western Dress,XS,B09TH43SGS,,0,,,VADAKARA,KERALA,673101.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111726,406-3910119-7061117,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0341,J0341-DR-XXXL,Western Dress,3XL,B099NSQP4Z,Cancelled,0,,,VARANASI,UTTAR PRADESH,221002.0,IN,,False,,False,null_currency; null_amount; 
111756,171-1890900-9398712,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3608,JNE3608-KR-XXL,kurta,XXL,B08TH7SKGY,Cancelled,0,,,Varapuzha,KERALA,683517.0,IN,,False,,False,null_currency; null_amount; 
111766,405-3278105-1322758,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET144,SET144-KR-NP-M,Set,M,B0822VVHCN,Cancelled,0,,,HSIIDC SOHNA,HARYANA,122103.0,IN,,False,,False,null_currency; null_amount; 
111781,405-9592715-0425952,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0350,J0350-SET-XL,Set,XL,B0983GD1BK,,0,,,SURYAPET,TELANGANA,508213.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111824,406-0762797-5080350,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Cancelled,0,,,KARARI CHANDPUR,WEST BENGAL,732201.0,IN,,False,,False,null_currency; null_amount; 
111842,406-4757863-3895526,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE1233,JNE1233-BLUE-KR-031-XXL,kurta,XXL,B071VG5FH4,Cancelled,0,,,Vasco da Gama,GOA,403802.0,IN,,False,,False,null_currency; null_amount; 
111849,406-9532760-9524327,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE1233,JNE1233-BLUE-KR-031-XXL,kurta,XXL,B071VG5FH4,Cancelled,0,,,Vasco da Gama,GOA,403802.0,IN,,False,,False,null_currency; null_amount; 
111884,407-5204575-7259502,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3373,JNE3373-KR-M,kurta,M,B082W8F8P3,Cancelled,0,,,ULLAL,KARNATAKA,575020.0,IN,,False,,False,null_currency; null_amount; 
111902,404-1118271-4962768,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0003,J0003-SET-S,Set,S,B0894X27FC,,0,,,LUCKNOW,UTTAR PRADESH,226026.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111930,408-3140961-6179513,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3613,JNE3613-KR-M,kurta,M,B08XW3RW7P,Cancelled,0,,,RAHATA,MAHARASHTRA,413712.0,IN,,False,,False,null_currency; null_amount; 
111932,408-4522631-4641112,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0041,J0041-SET-S,Set,S,B089G1JQCK,,0,,,KUNNUMMAL,KERALA,673508.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
111954,407-9978237-9238725,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3800,JNE3800-KR-M,Western Dress,M,B09SDXQ3X9,Cancelled,0,,,JAIPUR,RAJASTHAN,302033.0,IN,,False,,False,null_currency; null_amount; 
111955,407-9978237-9238725,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3797,JNE3797-KR-A-M,Western Dress,M,B09TH73PT5,Cancelled,0,,,JAIPUR,RAJASTHAN,302033.0,IN,,False,,False,null_currency; null_amount; 
111978,408-8318162-8408322,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3701,JNE3701-KR-XXL,kurta,XXL,B094FPG9YS,Cancelled,0,,,THRISSUR,KERALA,680007.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
111979,408-6925245-3259515,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3431,JNE3431-KR-XXL,kurta,XXL,B08KRZQWTH,Cancelled,0,,,THRISSUR,KERALA,680007.0,IN,,False,,False,null_currency; null_amount; 
111980,408-6925245-3259515,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3761,JNE3761-KR-XXL,kurta,XXL,B099FB9BP3,Cancelled,0,,,THRISSUR,KERALA,680007.0,IN,,False,,False,null_currency; null_amount; 
111982,407-4689532-6134726,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET327,SET327-KR-DPT-XXXL,Set,3XL,B09PN35VJ9,Cancelled,0,,,CHENNAI,TAMIL NADU,600126.0,IN,,False,,False,null_currency; null_amount; 
112005,403-8154747-2575548,06-12-22,Cancelled,Merchant,Amazon.in,Standard,SET184,SET184-KR-PP-XS,Set,XS,B08W9F5KML,,0,,,BULANDSHAHR,UTTAR PRADESH,203150.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112007,403-4896780-8906766,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3463,JNE3463-KR-XXXL,kurta,3XL,B08RP3HQH3,Cancelled,0,,,GHAZIABAD,UTTAR PRADESH,201014.0,IN,,False,,False,null_currency; null_amount; 
112015,171-8397924-0294720,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,NW036,NW036-ST-SR-XXL,Set,XXL,B09M777628,Cancelled,0,,,THANE,MAHARASHTRA,401107.0,IN,,False,,False,null_currency; null_amount; 
112016,171-8397924-0294720,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,NW020,NW020-ST-SR-XXL,Set,XXL,B099NLD5FQ,Cancelled,0,,,THANE,MAHARASHTRA,401107.0,IN,,False,,False,null_currency; null_amount; 
112044,407-1018484-6790727,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3487,JNE3487-KR-S,kurta,S,B08RP1Z6L4,Cancelled,0,,,Faridabad,HARYANA,121004.0,IN,,False,,False,null_currency; null_amount; 
112086,407-0833390-9040310,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3798,JNE3798-KR-XS,Western Dress,XS,B09SDY7MHD,Cancelled,0,,,Raidighi,WEST BENGAL,743383.0,IN,,False,,False,null_currency; null_amount; 
112087,402-8593130-4081139,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0164,J0164-DR-XXXL,Ethnic Dress,3XL,B08QGNBZ4C,Cancelled,0,,,Bangalore,KARNATAKA,560008.0,IN,,False,,False,null_currency; null_amount; 
112089,171-8162940-1950765,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET288,SET288-KR-NP-S,Set,S,B09M6T4XPC,Cancelled,0,,,ERNAKULAM,KERALA,682019.0,IN,,False,,False,null_currency; null_amount; 
112123,404-0672515-2504301,06-12-22,Shipped,Amazon,Amazon.in,Expedited,JNE3439,JNE3439-KR-XL,kurta,XL,B081X4KQ14,Cancelled,0,,,HYDERABAD,TELANGANA,500043.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
112138,404-7701692-6898744,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3366,JNE3366-KR-1053-XXXL,kurta,3XL,B07SZSYNQ9,Cancelled,0,,,Vikarabad pudur,TELANGANA,501101.0,IN,,False,,False,null_currency; null_amount; 
112172,405-7911409-0886764,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET324,SET324-KR-NP-XS,Set,XS,B09NQ4DD29,Cancelled,0,,,MAHOOR,MAHARASHTRA,431721.0,IN,,False,,False,null_currency; null_amount; 
112174,402-0428552-2617156,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET247,SET247-KR-SHA-M,Set,M,B09B57XLKV,Cancelled,0,,,NEW DELHI,DELHI,110068.0,IN,,False,,False,null_currency; null_amount; 
112175,403-5126398-5577905,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3468,JNE3468-KR-S,kurta,S,B08RP3YXBX,Cancelled,0,,,KOLKATA,WEST BENGAL,700089.0,IN,,False,,False,null_currency; null_amount; 
112182,405-7005694-4178739,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,J0083,J0083-KR-M,kurta,M,B09295PWRB,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,False,null_currency; null_amount; 
112183,405-7005694-4178739,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3795,JNE3795-KR-M,kurta,M,B09HMSF1D3,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,False,null_currency; null_amount; 
112184,405-7005694-4178739,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3160,JNE3160-KR-M,kurta,M,B07K31YKQM,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,False,null_currency; null_amount; 
112185,405-7005694-4178739,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET291,SET291-KR-PP-M,Set,M,B099NK55YG,Cancelled,0,,,NOIDA,UTTAR PRADESH,201301.0,IN,,False,,False,null_currency; null_amount; 
112202,403-8378796-2762715,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0230,J0230-SKD-S,Set,S,B08XNJ19QH,,0,,,AGRA,UTTAR PRADESH,282006.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112208,407-0979919-3096314,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3334,JNE3334-KR-XL,kurta,XL,B07S8WFN2J,Cancelled,0,,,TALEGAON Dabhade,MAHARASHTRA,410507.0,IN,,False,,False,null_currency; null_amount; 
112209,402-5157951-4319537,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET343,SET343-KR-NP-M,Set,M,B09NDK1LZ3,Cancelled,0,,,NEW DELHI,DELHI,110045.0,IN,,False,,False,null_currency; null_amount; 
112231,402-4353261-2461155,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0244,J0244-SKD-XXL,Set,XXL,B0925VFL3L,,0,,,BHOPAL,MADHYA PRADESH,462004.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112260,402-3497330-8069130,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0244,J0244-SKD-XXL,Set,XXL,B0925VFL3L,,0,,,BHOPAL,MADHYA PRADESH,462004.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112279,404-8629357-9354746,06-12-22,Cancelled,Merchant,Amazon.in,Standard,JNE3797,JNE3797-KR-L,Western Dress,L,B09SDXFFQ1,,0,,,HYDERABAD,TELANGANA,500032.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112284,171-1573726-6086759,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3703,JNE3703-KR-M,kurta,M,B099FCVXXD,Cancelled,0,,,CHITTOOR,ANDHRA PRADESH,517002.0,IN,,False,,False,null_currency; null_amount; 
112288,402-4565135-1562724,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0244,J0244-SKD-XXL,Set,XXL,B0925VFL3L,,0,,,BHOPAL,MADHYA PRADESH,462004.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112322,403-3300174-0796353,06-12-22,Shipped,Amazon,Amazon.in,Expedited,SET227,SET227-KR-PP-A-S,Set,S,B08P1DCQKH,Cancelled,0,,,Jajpur,ODISHA,754205.0,IN,IN Core Free Shipping 2015/04/08 23-48-5-108,False,,False,null_currency; null_amount; 
112330,402-1165042-6001151,06-12-22,Cancelled,Merchant,Amazon.in,Standard,J0244,J0244-SKD-XXL,Set,XXL,B0925VFL3L,,0,,,BHOPAL,MADHYA PRADESH,462004.0,IN,,False,Easy Ship,False,null_currency; null_amount; 
112334,408-4126160-6242769,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,JNE3633,JNE3633-KR-M,kurta,M,B094FKV8JK,Cancelled,0,,,PERUMBAVOOR,KERALA,683548.0,IN,,False,,False,null_currency; null_amount; 
112349,407-9869381-7455501,06-12-22,Cancelled,Amazon,Amazon.in,Expedited,SET331,SET331-KR-NP-XXXL,Set,3XL,B09NQ4C51C,Cancelled,0,,,BENGALURU,KARNATAKA,560050.0,IN,,False,,False,null_currency; null_amount; 
